danmaku,now_rank,aid,url,reply,share,coin,favorite,his_rank,view
1135,0,6301589,http://www.bilibili.com/video/av6301589,659,1609,6871,20028,95,251532
4128,0,6168287,http://www.bilibili.com/video/av6168287,1786,1811,2917,2214,94,251448
1953,0,6256618,http://www.bilibili.com/video/av6256618,628,138,1325,407,50,251244
2299,1,6466240,http://www.bilibili.com/video/av6466240,886,2275,3894,60751,31,250498
388,0,6421669,http://www.bilibili.com/video/av6421669,251,145,470,4795,66,250351
1502,0,6123962,http://www.bilibili.com/video/av6123962,1535,74,1471,903,61,250121
12544,0,6345617,http://www.bilibili.com/video/av6345617,1613,247,1706,389,0,249982
5150,0,6173401,http://www.bilibili.com/video/av6173401,1334,789,3277,4680,87,248839
816,0,6360962,http://www.bilibili.com/video/av6360962,320,296,332,760,36,248754
226,0,6332471,http://www.bilibili.com/video/av6332471,368,219,188,2391,92,248721
4991,0,6468257,http://www.bilibili.com/video/av6468257,4230,1601,14272,6710,70,248465
1823,0,6232262,http://www.bilibili.com/video/av6232262,259,840,1274,3576,14,247984
2325,0,6385615,http://www.bilibili.com/video/av6385615,1215,290,1682,3906,0,247918
1568,0,6138167,http://www.bilibili.com/video/av6138167,1054,3844,6254,13180,0,247863
2605,0,6461797,http://www.bilibili.com/video/av6461797,1449,133,2516,1245,0,247675
872,0,6465120,http://www.bilibili.com/video/av6465120,444,269,996,3216,100,247554
1010,0,6425172,http://www.bilibili.com/video/av6425172,515,578,472,5015,92,247524
719,0,6252942,http://www.bilibili.com/video/av6252942,2454,247,225,607,89,247399
2606,0,6218383,http://www.bilibili.com/video/av6218383,856,660,3251,2295,0,247048
9168,0,6380548,http://www.bilibili.com/video/av6380548,1337,86,1393,296,0,246733
2526,0,6472125,http://www.bilibili.com/video/av6472125,669,13,680,248,0,246619
1099,0,6177137,http://www.bilibili.com/video/av6177137,565,3491,1725,10858,44,246567
11509,0,6349005,http://www.bilibili.com/video/av6349005,1315,158,1322,429,0,246566
9716,0,6346987,http://www.bilibili.com/video/av6346987,396,807,557,24382,41,246457
600,0,6113519,http://www.bilibili.com/video/av6113519,468,542,357,7913,26,245623
4979,0,6471325,http://www.bilibili.com/video/av6471325,964,113,1713,1733,0,245621
2648,0,6306910,http://www.bilibili.com/video/av6306910,403,138,159,2271,71,245020
3017,0,6314776,http://www.bilibili.com/video/av6314776,1336,121,1759,963,27,244865
3484,0,6474854,http://www.bilibili.com/video/av6474854,723,4095,23727,16120,47,244818
1804,0,6365559,http://www.bilibili.com/video/av6365559,796,832,3275,17521,62,244790
2256,0,6459883,http://www.bilibili.com/video/av6459883,1236,294,2627,1315,75,244677
1875,0,6145024,http://www.bilibili.com/video/av6145024,738,369,2713,10252,56,244286
11802,0,6446946,http://www.bilibili.com/video/av6446946,1390,687,4111,2424,20,244260
26732,0,6463882,http://www.bilibili.com/video/av6463882,757,82,570,1466,0,244063
909,0,6467225,http://www.bilibili.com/video/av6467225,696,429,1258,3772,0,243893
3485,0,6275888,http://www.bilibili.com/video/av6275888,683,578,2834,12485,60,242733
2596,0,6147019,http://www.bilibili.com/video/av6147019,563,1293,3310,24968,3,242096
1980,0,6398364,http://www.bilibili.com/video/av6398364,278,578,1429,6825,6,241778
17061,0,6378383,http://www.bilibili.com/video/av6378383,577,63,305,1195,0,241775
723,0,6340292,http://www.bilibili.com/video/av6340292,737,330,790,1254,80,241542
3411,0,6306898,http://www.bilibili.com/video/av6306898,743,61,507,120,0,241528
268,0,6114865,http://www.bilibili.com/video/av6114865,1131,125,139,898,90,241476
1425,0,6166143,http://www.bilibili.com/video/av6166143,850,558,5147,4215,68,241200
13752,0,6465695,http://www.bilibili.com/video/av6465695,1388,88,1519,273,0,240062
3143,0,6179655,http://www.bilibili.com/video/av6179655,1022,397,2014,3767,0,239888
1630,0,6256720,http://www.bilibili.com/video/av6256720,438,158,593,717,32,239124
7461,0,6474540,http://www.bilibili.com/video/av6474540,708,548,503,5123,92,239081
1161,0,6369950,http://www.bilibili.com/video/av6369950,1197,303,1646,951,18,238904
3986,0,6320380,http://www.bilibili.com/video/av6320380,672,1903,9207,13801,70,238575
4110,0,6132508,http://www.bilibili.com/video/av6132508,412,92,1481,1599,0,238568
1523,0,6342532,http://www.bilibili.com/video/av6342532,905,106,1838,1236,55,238455
1716,0,6125760,http://www.bilibili.com/video/av6125760,738,109,1425,449,94,238210
1411,0,6204844,http://www.bilibili.com/video/av6204844,428,25,612,333,0,237967
2075,0,6366628,http://www.bilibili.com/video/av6366628,812,497,2769,3824,15,237890
910,0,6199830,http://www.bilibili.com/video/av6199830,999,968,3224,14010,23,237807
2239,0,6218274,http://www.bilibili.com/video/av6218274,664,113,1324,429,80,237219
3032,0,6344572,http://www.bilibili.com/video/av6344572,597,380,94,1803,94,237051
1355,0,6462477,http://www.bilibili.com/video/av6462477,606,262,387,1116,87,237040
717,0,6344859,http://www.bilibili.com/video/av6344859,263,237,545,2671,59,236799
18239,0,6236880,http://www.bilibili.com/video/av6236880,2184,372,2464,4026,0,236687
6317,0,6385671,http://www.bilibili.com/video/av6385671,1254,862,988,8989,8,236303
13917,0,6140820,http://www.bilibili.com/video/av6140820,1728,118,411,240,0,236033
1877,0,6236543,http://www.bilibili.com/video/av6236543,738,1906,5934,9134,78,235820
5491,0,6139871,http://www.bilibili.com/video/av6139871,2485,57,2501,896,10,235813
1668,0,6325366,http://www.bilibili.com/video/av6325366,544,179,1617,546,59,235461
1662,0,6261184,http://www.bilibili.com/video/av6261184,507,65,1059,769,45,235296
3575,0,6385259,http://www.bilibili.com/video/av6385259,1670,108,2409,1071,67,235074
1542,0,6184821,http://www.bilibili.com/video/av6184821,561,120,1289,441,46,235025
1424,0,6291258,http://www.bilibili.com/video/av6291258,1377,949,6025,8386,47,234868
3658,0,6138225,http://www.bilibili.com/video/av6138225,1291,1878,1210,5806,20,234710
2131,0,6446967,http://www.bilibili.com/video/av6446967,1544,148,946,764,50,234683
7484,0,6214487,http://www.bilibili.com/video/av6214487,764,212,5714,18301,74,234168
10085,0,6367994,http://www.bilibili.com/video/av6367994,509,44,257,1187,0,233756
6764,0,6272046,http://www.bilibili.com/video/av6272046,1023,883,13924,3981,86,233702
732,0,6224500,http://www.bilibili.com/video/av6224500,848,1424,4104,4405,67,233048
5731,0,6338624,http://www.bilibili.com/video/av6338624,1282,89,473,166,0,232929
1121,0,6420532,http://www.bilibili.com/video/av6420532,327,99,1271,517,54,232224
783,0,6360872,http://www.bilibili.com/video/av6360872,850,294,696,1258,67,231866
10367,0,6462001,http://www.bilibili.com/video/av6462001,1623,67,2214,833,0,231637
1947,0,6214018,http://www.bilibili.com/video/av6214018,950,845,5981,10499,57,230274
8099,0,6114487,http://www.bilibili.com/video/av6114487,509,514,4877,14299,73,230121
606,0,6363625,http://www.bilibili.com/video/av6363625,564,126,1292,5226,65,230042
1416,0,6299850,http://www.bilibili.com/video/av6299850,1591,182,1191,1274,68,229711
813,0,6333664,http://www.bilibili.com/video/av6333664,442,537,317,10190,79,229369
2167,0,6475245,http://www.bilibili.com/video/av6475245,807,613,1137,4465,0,228840
778,0,6286734,http://www.bilibili.com/video/av6286734,437,77,573,691,82,228569
6365,0,6367211,http://www.bilibili.com/video/av6367211,1823,34,3245,853,16,228508
1439,0,6464656,http://www.bilibili.com/video/av6464656,1070,55,1184,634,0,228179
1774,0,6380756,http://www.bilibili.com/video/av6380756,546,2959,4956,8431,25,227910
1431,0,6295198,http://www.bilibili.com/video/av6295198,513,210,849,538,74,227880
3621,0,6207175,http://www.bilibili.com/video/av6207175,7512,2359,10617,22735,28,227707
5168,0,6319507,http://www.bilibili.com/video/av6319507,1195,535,2759,3235,81,227593
3231,0,6389114,http://www.bilibili.com/video/av6389114,448,64,446,99,0,226644
7270,0,6136328,http://www.bilibili.com/video/av6136328,1543,86,1727,1529,87,226608
898,0,6450725,http://www.bilibili.com/video/av6450725,1161,86,858,936,59,226564
4275,0,6177268,http://www.bilibili.com/video/av6177268,789,68,1391,1186,89,225374
6176,0,6227753,http://www.bilibili.com/video/av6227753,883,3091,5302,9574,29,225115
1404,0,6343122,http://www.bilibili.com/video/av6343122,1006,408,4675,2302,65,225071
3829,0,6252914,http://www.bilibili.com/video/av6252914,910,930,1691,2258,0,224998
1410,0,6384348,http://www.bilibili.com/video/av6384348,441,117,115,2750,83,224925
863,0,6436228,http://www.bilibili.com/video/av6436228,336,142,7146,2069,96,224750
950,0,6274615,http://www.bilibili.com/video/av6274615,708,511,1512,1096,0,223594
13157,0,6219918,http://www.bilibili.com/video/av6219918,973,514,375,1859,0,223425
1123,0,6164874,http://www.bilibili.com/video/av6164874,549,195,1336,1676,96,223040
2831,0,6297913,http://www.bilibili.com/video/av6297913,705,447,517,5885,70,222288
8703,0,6316016,http://www.bilibili.com/video/av6316016,2685,111,3715,1521,30,222098
1494,0,6227779,http://www.bilibili.com/video/av6227779,383,222,510,767,95,221831
1047,0,6460799,http://www.bilibili.com/video/av6460799,299,156,263,791,0,221289
5768,0,6112956,http://www.bilibili.com/video/av6112956,1843,119,1856,1033,40,220785
2314,0,6169570,http://www.bilibili.com/video/av6169570,1553,84,1078,771,0,220781
315,0,6384085,http://www.bilibili.com/video/av6384085,300,98,180,3979,42,220272
4835,0,6110056,http://www.bilibili.com/video/av6110056,316,1025,721,4813,0,220132
2881,0,6297418,http://www.bilibili.com/video/av6297418,753,699,8817,17876,87,220098
817,0,6224524,http://www.bilibili.com/video/av6224524,555,679,2201,3212,37,219899
1285,0,6194015,http://www.bilibili.com/video/av6194015,1024,76,1566,550,0,219689
2992,0,6148352,http://www.bilibili.com/video/av6148352,989,1306,6813,12534,54,219339
1297,0,6402150,http://www.bilibili.com/video/av6402150,1148,178,1384,800,56,219279
270,0,6175585,http://www.bilibili.com/video/av6175585,605,2009,388,3763,100,219112
1267,0,6451789,http://www.bilibili.com/video/av6451789,323,150,242,741,0,219068
514,0,6275935,http://www.bilibili.com/video/av6275935,338,26,493,1879,0,218452
3522,0,6362253,http://www.bilibili.com/video/av6362253,448,75,127,1228,91,218131
1152,0,6253577,http://www.bilibili.com/video/av6253577,541,143,522,814,0,218116
6804,0,6370115,http://www.bilibili.com/video/av6370115,825,116,1710,1150,21,216751
2414,0,6121077,http://www.bilibili.com/video/av6121077,982,421,2275,1405,0,216573
3519,0,6453323,http://www.bilibili.com/video/av6453323,946,92,2514,1267,33,216542
3671,0,6355296,http://www.bilibili.com/video/av6355296,469,298,111,1182,96,216435
4627,0,6469468,http://www.bilibili.com/video/av6469468,861,1196,6171,7259,74,216291
1826,0,6214269,http://www.bilibili.com/video/av6214269,1193,947,4584,10474,67,215752
2940,0,6431966,http://www.bilibili.com/video/av6431966,815,313,2036,3285,90,215579
5905,0,6117958,http://www.bilibili.com/video/av6117958,1122,37,3109,770,0,215476
4190,0,6356740,http://www.bilibili.com/video/av6356740,1349,2439,12360,11649,6,214957
1525,0,6128366,http://www.bilibili.com/video/av6128366,927,563,3734,13716,36,214843
1119,0,6425341,http://www.bilibili.com/video/av6425341,620,71,1596,690,44,214157
5214,0,6143060,http://www.bilibili.com/video/av6143060,1904,191,6099,1295,84,214056
753,0,6351142,http://www.bilibili.com/video/av6351142,253,384,2403,3007,52,213767
8264,0,6219145,http://www.bilibili.com/video/av6219145,5144,1370,156,1807,0,213672
1103,0,6474452,http://www.bilibili.com/video/av6474452,302,176,129,1100,91,213574
1126,0,6414333,http://www.bilibili.com/video/av6414333,417,85,765,422,0,213503
11472,0,6350237,http://www.bilibili.com/video/av6350237,1869,64,6109,1672,21,213161
1833,0,6254877,http://www.bilibili.com/video/av6254877,419,1602,4658,1440,0,212753
4869,0,6223527,http://www.bilibili.com/video/av6223527,1778,222,9769,3461,83,212720
1505,0,6430307,http://www.bilibili.com/video/av6430307,1053,932,1539,6111,17,212631
2655,0,6437281,http://www.bilibili.com/video/av6437281,974,149,128,1967,0,211861
8062,0,6358380,http://www.bilibili.com/video/av6358380,715,707,1131,15587,0,210783
3403,0,6357363,http://www.bilibili.com/video/av6357363,2934,1865,9485,4806,53,210644
2588,0,6178539,http://www.bilibili.com/video/av6178539,425,583,3457,12616,97,210574
2694,0,6121862,http://www.bilibili.com/video/av6121862,818,50,1541,494,26,210469
1396,0,6400167,http://www.bilibili.com/video/av6400167,902,656,3870,11872,87,210410
2472,0,6394598,http://www.bilibili.com/video/av6394598,1405,1311,11633,17013,55,210266
818,0,6201444,http://www.bilibili.com/video/av6201444,309,212,1110,14860,50,209990
634,0,6381758,http://www.bilibili.com/video/av6381758,352,187,93,2630,98,209649
4776,0,6180231,http://www.bilibili.com/video/av6180231,473,338,1820,8227,60,209012
12256,0,6226938,http://www.bilibili.com/video/av6226938,1500,96,418,189,0,208808
5122,0,6186245,http://www.bilibili.com/video/av6186245,2654,21,12311,1659,87,208550
2028,0,6332266,http://www.bilibili.com/video/av6332266,1567,571,8197,22305,89,208532
4694,0,6114216,http://www.bilibili.com/video/av6114216,1288,3590,14070,12768,79,207994
3571,0,6217893,http://www.bilibili.com/video/av6217893,364,112,1346,1475,0,207993
23360,0,6221304,http://www.bilibili.com/video/av6221304,3641,389,8900,7308,0,207808
3842,0,6353035,http://www.bilibili.com/video/av6353035,3208,903,10147,12689,76,207569
5482,0,6417414,http://www.bilibili.com/video/av6417414,1653,433,2786,1103,57,207537
1094,0,6132739,http://www.bilibili.com/video/av6132739,1496,40,486,391,0,207493
1802,0,6234048,http://www.bilibili.com/video/av6234048,1094,644,4794,10171,57,207185
592,0,6428996,http://www.bilibili.com/video/av6428996,1622,515,427,1885,95,207135
1395,0,6351878,http://www.bilibili.com/video/av6351878,517,741,6497,7929,15,207054
1423,0,6469732,http://www.bilibili.com/video/av6469732,620,587,3349,2788,0,206806
4893,0,6110731,http://www.bilibili.com/video/av6110731,3002,363,7060,9387,88,206156
1277,0,6418123,http://www.bilibili.com/video/av6418123,427,76,172,1963,65,206122
1731,0,6456426,http://www.bilibili.com/video/av6456426,1894,2197,5931,6985,95,206031
519,0,6112720,http://www.bilibili.com/video/av6112720,2553,337,890,855,97,205999
3071,0,6110086,http://www.bilibili.com/video/av6110086,189,264,190,2930,0,205207
2923,0,6425394,http://www.bilibili.com/video/av6425394,1682,583,6651,10950,96,204886
1160,0,6282691,http://www.bilibili.com/video/av6282691,371,1833,2636,4516,95,204782
3872,0,6311583,http://www.bilibili.com/video/av6311583,634,220,1486,1910,0,204521
2742,0,6281258,http://www.bilibili.com/video/av6281258,1096,881,5686,6110,86,204440
1020,0,6382719,http://www.bilibili.com/video/av6382719,1129,569,630,1650,22,204421
185,0,6265970,http://www.bilibili.com/video/av6265970,507,748,540,893,0,204204
12410,0,6349117,http://www.bilibili.com/video/av6349117,1324,495,5167,8696,56,204186
13404,0,6117099,http://www.bilibili.com/video/av6117099,678,236,860,6545,61,204012
1525,0,6150722,http://www.bilibili.com/video/av6150722,443,1473,4959,3275,0,203796
2639,0,6422055,http://www.bilibili.com/video/av6422055,1023,71,1931,677,24,203690
4153,0,6471996,http://www.bilibili.com/video/av6471996,837,89,699,112,0,203547
829,0,6408848,http://www.bilibili.com/video/av6408848,1782,161,213,1449,59,203331
3783,0,6234899,http://www.bilibili.com/video/av6234899,641,386,173,1596,85,203026
916,0,6344284,http://www.bilibili.com/video/av6344284,563,148,478,673,0,202836
1124,0,6212076,http://www.bilibili.com/video/av6212076,511,65,644,950,0,202463
2039,0,6163998,http://www.bilibili.com/video/av6163998,832,57,1300,616,0,201970
732,0,6322783,http://www.bilibili.com/video/av6322783,1065,471,1112,1554,0,201819
689,0,6185926,http://www.bilibili.com/video/av6185926,656,910,2267,3214,57,201795
2966,0,6294808,http://www.bilibili.com/video/av6294808,828,242,658,6365,87,201365
4844,0,6275484,http://www.bilibili.com/video/av6275484,1082,1614,25187,5309,69,201153
2495,0,6375904,http://www.bilibili.com/video/av6375904,578,880,6220,8156,93,200947
3557,0,6296756,http://www.bilibili.com/video/av6296756,1585,53,2973,806,57,200786
7675,0,6192649,http://www.bilibili.com/video/av6192649,1818,2021,8199,13919,97,200551
2867,0,6374790,http://www.bilibili.com/video/av6374790,482,77,1100,362,0,200409
4383,0,6439763,http://www.bilibili.com/video/av6439763,744,310,173,2155,0,200361
261,0,6432220,http://www.bilibili.com/video/av6432220,543,400,172,2948,87,200339
2696,0,6247482,http://www.bilibili.com/video/av6247482,1098,314,3114,1021,35,200302
1883,0,6414042,http://www.bilibili.com/video/av6414042,2330,285,3672,8889,29,200218
1767,0,6456650,http://www.bilibili.com/video/av6456650,1565,828,5346,12090,11,200117
4543,0,6126636,http://www.bilibili.com/video/av6126636,974,138,519,356,0,200101
3512,0,6468348,http://www.bilibili.com/video/av6468348,1687,2288,13281,7011,69,200047
2278,0,6236769,http://www.bilibili.com/video/av6236769,491,1642,1888,7366,42,199747
873,0,6426733,http://www.bilibili.com/video/av6426733,322,93,182,484,0,199608
3904,0,6379493,http://www.bilibili.com/video/av6379493,4299,1687,17658,3862,39,199087
2574,0,6121534,http://www.bilibili.com/video/av6121534,603,1064,2489,7617,69,198646
381,0,6401315,http://www.bilibili.com/video/av6401315,307,84,468,9848,0,198518
4542,0,6378026,http://www.bilibili.com/video/av6378026,1113,57,1811,692,0,198126
1792,0,6269625,http://www.bilibili.com/video/av6269625,748,57,1653,436,0,198008
4277,0,6426671,http://www.bilibili.com/video/av6426671,1612,1485,7799,11291,47,197999
783,0,6168724,http://www.bilibili.com/video/av6168724,265,118,1112,3647,38,197932
2291,0,6167310,http://www.bilibili.com/video/av6167310,1237,83,1764,710,49,197874
3012,0,6385782,http://www.bilibili.com/video/av6385782,6491,219,1038,2426,89,197110
519,0,6355843,http://www.bilibili.com/video/av6355843,246,70,1140,4043,36,196327
27237,0,6321373,http://www.bilibili.com/video/av6321373,1750,220,581,369,0,196312
1057,0,6151942,http://www.bilibili.com/video/av6151942,948,349,3273,3938,97,196040
1324,0,6202007,http://www.bilibili.com/video/av6202007,1511,452,4812,7297,56,195535
2837,0,6449561,http://www.bilibili.com/video/av6449561,1667,34,2259,891,72,195186
6288,0,6471269,http://www.bilibili.com/video/av6471269,3833,2214,20216,30531,94,195178
4737,0,6120540,http://www.bilibili.com/video/av6120540,1063,34,2430,596,42,195036
1130,0,6386408,http://www.bilibili.com/video/av6386408,250,160,240,645,0,194943
3065,0,6433997,http://www.bilibili.com/video/av6433997,335,1364,665,7617,0,194613
14800,0,6203238,http://www.bilibili.com/video/av6203238,1782,1310,2354,8032,55,194593
1799,0,6152145,http://www.bilibili.com/video/av6152145,396,262,431,828,0,194575
766,0,6190803,http://www.bilibili.com/video/av6190803,280,96,224,513,0,194429
2806,0,6252638,http://www.bilibili.com/video/av6252638,1059,491,1754,1250,75,194262
3987,0,6134757,http://www.bilibili.com/video/av6134757,1304,165,1712,639,38,194064
1640,0,6205334,http://www.bilibili.com/video/av6205334,900,961,6689,12808,88,193987
5110,0,6289459,http://www.bilibili.com/video/av6289459,3077,298,4585,3920,73,193938
745,0,6299939,http://www.bilibili.com/video/av6299939,414,844,1063,1009,0,193592
307,0,6468272,http://www.bilibili.com/video/av6468272,843,272,284,2805,0,193310
7301,0,6449572,http://www.bilibili.com/video/av6449572,755,109,215,10237,0,193168
3552,0,6185966,http://www.bilibili.com/video/av6185966,817,253,1750,568,0,193149
631,0,6298549,http://www.bilibili.com/video/av6298549,259,126,266,2671,97,192554
562,0,6209847,http://www.bilibili.com/video/av6209847,535,305,1753,3631,77,192463
661,0,6367428,http://www.bilibili.com/video/av6367428,488,143,407,700,39,192256
1040,0,6169933,http://www.bilibili.com/video/av6169933,590,91,423,495,0,192010
1314,0,6203852,http://www.bilibili.com/video/av6203852,866,1925,3833,5794,58,191947
3828,0,6217685,http://www.bilibili.com/video/av6217685,1363,1867,20426,14150,100,191679
727,0,6157094,http://www.bilibili.com/video/av6157094,168,795,1145,5812,11,191319
1833,0,6219423,http://www.bilibili.com/video/av6219423,692,1495,4074,4655,71,191281
2133,0,6364118,http://www.bilibili.com/video/av6364118,339,246,143,2204,78,191258
14689,0,6387617,http://www.bilibili.com/video/av6387617,1555,174,499,1951,0,191153
1682,0,6371181,http://www.bilibili.com/video/av6371181,518,984,6013,10308,81,190929
1781,0,6359523,http://www.bilibili.com/video/av6359523,670,58,1277,418,0,190846
1506,0,6247962,http://www.bilibili.com/video/av6247962,2343,229,746,1622,33,190607
2670,1,6120227,http://www.bilibili.com/video/av6120227,683,806,2946,21590,1,190604
1635,0,6344085,http://www.bilibili.com/video/av6344085,370,827,3487,1099,0,190579
227,0,6186770,http://www.bilibili.com/video/av6186770,233,182,352,1834,78,190486
839,0,6216632,http://www.bilibili.com/video/av6216632,1135,188,534,4837,0,190272
3283,0,6283518,http://www.bilibili.com/video/av6283518,344,698,1031,1189,0,190224
12672,0,6453089,http://www.bilibili.com/video/av6453089,382,49,235,929,0,189983
1302,0,6282356,http://www.bilibili.com/video/av6282356,901,70,1373,431,45,189195
2059,0,6339181,http://www.bilibili.com/video/av6339181,729,204,124,4330,86,189146
1337,0,6446767,http://www.bilibili.com/video/av6446767,254,139,319,2821,69,189036
3050,0,6311449,http://www.bilibili.com/video/av6311449,324,153,385,638,68,188968
678,0,6251323,http://www.bilibili.com/video/av6251323,403,407,655,5944,63,188853
1867,0,6107976,http://www.bilibili.com/video/av6107976,1780,347,3197,2276,99,188168
1882,0,6258999,http://www.bilibili.com/video/av6258999,498,39,852,1090,0,187938
3155,0,6149626,http://www.bilibili.com/video/av6149626,1264,76,1146,487,0,187908
1236,0,6457568,http://www.bilibili.com/video/av6457568,1023,566,5479,21082,6,187784
462,0,6325183,http://www.bilibili.com/video/av6325183,435,99,366,1456,85,187405
1308,0,6385563,http://www.bilibili.com/video/av6385563,738,261,4130,7728,83,187268
1251,0,6147591,http://www.bilibili.com/video/av6147591,467,298,4148,3311,94,187144
1626,0,6285619,http://www.bilibili.com/video/av6285619,890,138,3116,1921,36,186579
5734,0,6202593,http://www.bilibili.com/video/av6202593,1471,461,7805,880,0,185679
2362,0,6456781,http://www.bilibili.com/video/av6456781,2059,1920,14661,11712,67,185594
1143,0,6217346,http://www.bilibili.com/video/av6217346,700,744,8445,6348,77,185056
794,0,6282309,http://www.bilibili.com/video/av6282309,478,1006,208,3022,50,184925
1061,0,6289782,http://www.bilibili.com/video/av6289782,355,97,194,652,0,184677
4518,0,6321136,http://www.bilibili.com/video/av6321136,713,49,327,118,0,184306
5867,0,6344541,http://www.bilibili.com/video/av6344541,2917,689,6634,2761,100,183928
689,0,6397682,http://www.bilibili.com/video/av6397682,509,31,342,310,0,183632
1563,0,6366129,http://www.bilibili.com/video/av6366129,889,380,3652,9279,26,183512
1217,0,6345442,http://www.bilibili.com/video/av6345442,214,631,1527,2924,44,183447
9633,0,6129751,http://www.bilibili.com/video/av6129751,977,152,577,154,0,183419
969,0,6407758,http://www.bilibili.com/video/av6407758,818,409,4694,10388,94,183038
1870,0,6253813,http://www.bilibili.com/video/av6253813,656,720,4211,5490,21,182921
2361,0,6164825,http://www.bilibili.com/video/av6164825,1464,1563,12505,14355,44,182696
216,0,6262380,http://www.bilibili.com/video/av6262380,463,1080,382,3411,100,182553
3238,0,6408410,http://www.bilibili.com/video/av6408410,1677,632,6624,14322,84,182543
2778,0,6122759,http://www.bilibili.com/video/av6122759,1149,261,3440,3322,96,182536
1281,0,6119735,http://www.bilibili.com/video/av6119735,1282,177,3658,1634,89,182488
589,0,6187970,http://www.bilibili.com/video/av6187970,269,127,361,2098,0,182441
7747,0,6273996,http://www.bilibili.com/video/av6273996,283,381,639,2464,0,182116
10530,0,6128646,http://www.bilibili.com/video/av6128646,425,175,261,2633,0,181882
3611,0,6274616,http://www.bilibili.com/video/av6274616,1066,1312,14789,4812,92,181836
5179,0,6443886,http://www.bilibili.com/video/av6443886,685,183,728,2247,85,181815
3720,0,6109882,http://www.bilibili.com/video/av6109882,964,1903,9432,13975,92,181739
878,0,6378088,http://www.bilibili.com/video/av6378088,363,315,587,764,87,181668
4708,0,6244062,http://www.bilibili.com/video/av6244062,2465,1775,10622,19562,85,181612
3218,0,6132619,http://www.bilibili.com/video/av6132619,410,130,322,592,90,181576
979,0,6325983,http://www.bilibili.com/video/av6325983,618,1117,2173,20738,54,181488
1698,0,6244975,http://www.bilibili.com/video/av6244975,390,139,180,2730,0,181214
3873,0,6185542,http://www.bilibili.com/video/av6185542,3549,4155,10409,12025,62,181163
746,0,6268392,http://www.bilibili.com/video/av6268392,276,112,420,4651,77,181054
822,0,6473145,http://www.bilibili.com/video/av6473145,568,2196,2978,4813,0,180870
981,0,6268889,http://www.bilibili.com/video/av6268889,793,751,2110,4678,39,180844
666,0,6336544,http://www.bilibili.com/video/av6336544,816,695,287,3599,46,180830
912,0,6195760,http://www.bilibili.com/video/av6195760,730,648,1029,1731,40,180660
6836,0,6406908,http://www.bilibili.com/video/av6406908,183,457,695,8582,0,180590
3144,0,6437675,http://www.bilibili.com/video/av6437675,1297,47,1803,895,84,180537
3496,0,6307962,http://www.bilibili.com/video/av6307962,499,830,3935,4316,48,180445
834,0,6365510,http://www.bilibili.com/video/av6365510,431,340,210,2709,97,180380
4723,0,6145509,http://www.bilibili.com/video/av6145509,357,37,315,90,0,180358
3763,0,6350661,http://www.bilibili.com/video/av6350661,708,11,2834,594,0,180074
1778,0,6181322,http://www.bilibili.com/video/av6181322,3337,2004,10084,10955,73,180056
1975,0,6340679,http://www.bilibili.com/video/av6340679,566,82,6908,2535,67,180025
1060,0,6339063,http://www.bilibili.com/video/av6339063,578,37,1069,581,21,179911
1373,0,6424642,http://www.bilibili.com/video/av6424642,140,436,260,3423,100,179570
799,0,6262169,http://www.bilibili.com/video/av6262169,782,540,2542,4463,85,178838
1708,0,6284186,http://www.bilibili.com/video/av6284186,1085,516,4273,1869,41,178526
271,0,6362520,http://www.bilibili.com/video/av6362520,305,324,328,1545,0,178384
1878,0,6140880,http://www.bilibili.com/video/av6140880,602,177,168,89,0,178210
2624,0,6234468,http://www.bilibili.com/video/av6234468,2000,117,1217,486,42,177899
1944,0,6461091,http://www.bilibili.com/video/av6461091,574,598,2989,8676,54,177887
887,0,6402177,http://www.bilibili.com/video/av6402177,1701,123,621,389,0,177657
1352,0,6126175,http://www.bilibili.com/video/av6126175,1270,531,2619,5170,89,177449
5139,0,6227448,http://www.bilibili.com/video/av6227448,506,39,290,70,0,177424
1222,0,6457557,http://www.bilibili.com/video/av6457557,176,306,151,4026,0,177372
3332,0,6390180,http://www.bilibili.com/video/av6390180,334,181,316,721,96,177346
1383,0,6262199,http://www.bilibili.com/video/av6262199,691,678,5231,6332,20,177031
2713,0,6213970,http://www.bilibili.com/video/av6213970,2341,681,10471,5405,69,175164
956,0,6432089,http://www.bilibili.com/video/av6432089,715,402,1739,2939,36,175145
12183,0,6210546,http://www.bilibili.com/video/av6210546,1383,196,655,230,0,175094
1054,0,6458937,http://www.bilibili.com/video/av6458937,632,1038,5532,7697,59,174910
1016,0,6249261,http://www.bilibili.com/video/av6249261,627,1021,3050,6393,16,174791
677,0,6455007,http://www.bilibili.com/video/av6455007,337,74,149,1610,0,174414
2675,0,6470334,http://www.bilibili.com/video/av6470334,828,597,5934,41451,22,174390
2069,0,6427331,http://www.bilibili.com/video/av6427331,1114,1862,2175,2199,82,174384
906,0,6125149,http://www.bilibili.com/video/av6125149,814,1205,6312,6829,81,174288
415,0,6366345,http://www.bilibili.com/video/av6366345,76,605,663,5047,0,174235
4347,0,6399322,http://www.bilibili.com/video/av6399322,1698,61,1615,791,58,174182
1097,0,6277081,http://www.bilibili.com/video/av6277081,1188,2413,288,2862,72,174153
622,0,6243713,http://www.bilibili.com/video/av6243713,712,518,6618,14468,98,173812
538,0,6398161,http://www.bilibili.com/video/av6398161,190,41,101,2148,81,173709
